DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1_Proportion_Precursor,Metal_Dopant_2_Proportion_Precursor,Metal_Dopant_3_Proportion_Precursor,Metal_Dopant_4_Proportion_Precursor,Hydrothermal/Mixing Temperature (degree),Hydrothermal/Mixing Time (min),Hydrothermal/Mixing Strring/Ultrasonication,Hydrothermal/Mixing Strong Reductant in Liquid,Hydrothermal/Mixing Weak Reductant in Liquid,Hydrothermal/Mixing Mixed in Solid or Liquired,Annealing Temperature (degree),Annealing Rising Rate degree min-1,Annealing Time (min),Annealing Stirring,Annealing Inert Atmosphere,Annealing Reductive Atmosphere,Post ProcessingAcid Wash/Leaching/Quenching/Ultrasonication,Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support not Carbon,Electrode type Glassy Carbon/Carbon Paper (Ti Mesh),LSV Scanning Speed mV s-1,Electrolyte Proton Concentration (M),O2 saturated/1 for yes,Overpotential mV @10 mA cm-2
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Sr,Na,Ru,B4_VARIANCE_500_#3_Full(#11),43,35,15,7,47,372,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,284
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Sr,Li,Ru,B4_VARIANCE_500_#4_Full(#12),41,32,22,5,26,809,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,311
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ba,K,Ru,B4_VARIANCE_500_#5_Full(#13),33,29,25,13,60,713,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,295
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Ti,Ru,B4_VARIANCE_500_#6_Full(#14),47,25,18,10,60,1165,1,0,1,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,375
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,K,Ru,B4_VARIANCE_500_#7_Full(#15),55,24,16,5,48,429,1,0,0,1,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,334
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Sr,Na,Ru,B4_VARIANCE_500_#8_Full(#16),44,29,21,6,60,769,1,0,0,1,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,363
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Sr,Sm,B4_BEST_500_#1_High_Quality(#17),63,20,12,5,38,778,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,226
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Mn,Er,Ti,B4_BEST_500_#2_High_Quality(#18),58,26,10,6,56,1247,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,229
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Sr,Nd,B4_BEST_500_#3_High_Quality(#19),55,24,16,5,37,699,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,176
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Li,Ce,B4_BEST_500_#4_High_Quality(#20),53,24,16,7,31,957,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,242
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Sr,Gd,B4_BEST_500_#5_High_Quality(#21),51,36,11,2,43,567,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,194
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Zn,Ca,Nd,B4_BEST_500_#6_High_Quality(#22),47,28,18,7,60,631,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,193
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,K,Sr,Nd,B4_BEST_500_#7_High_Quality(#23),41,32,20,7,60,729,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,196
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ru,Ca,Na,Nd,B4_BEST_500_#8_High_Quality(#24),40,30,25,5,60,1004,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,189
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ru,N,In,B4_VARIANCE_500_#1_High_Quality(#25),43,29,21,7,51,1221,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,246
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Ru,N,Re,B4_VARIANCE_500_#2_High_Quality(#26),43,30,21,6,37,1177,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,230
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Ca,Ru,F,Re,B4_VARIANCE_500_#3_High_Quality(#27),48,25,23,4,51,649,1,0,1,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,248
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Ru,N,Au,B4_VARIANCE_500_#4_High_Quality(#28),63,17,14,6,48,1440,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,277
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Ru,N,W,B4_VARIANCE_500_#5_High_Quality(#29),54,23,20,3,42,1440,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,270
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,Ru,Ni,B4_VARIANCE_500_#6_High_Quality(#30),38,29,25,8,30,370,1,0,0,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,329
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Na,Li,Ru,Al,B4_VARIANCE_500_#7_High_Quality(#31),46,30,14,10,60,597,1,0,0,0,500,1.67,360,0,0,0,0,0.5,0,0,0,5,1,1,316
4th batch,Hong Kong,HKUST,EXP,0,3/30/2023,0,0,0,Li,Na,Ru,N,B4_VARIANCE_500_#8_High_Quality(#32),43,29,19,9,50,413,1,0,1,0,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,311
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Sr,Ni,Gd,B5_BEST_400_#1_Full(#1),68,16,11,5,31,643,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_400_#1_Full(#2),65,22,8,5,45,517,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,190
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Ni,Nd,B5_BEST_400_#1_Full(#3),63,26,9,2,47,561,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,209
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Ca,Pr,B5_BEST_400_#1_Full(#4),61,27,7,5,43,627,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Ta,B5_BEST_400_#1_Full(#5),61,19,14,6,60,714,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,303
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Cr,Sr,Nd,B5_BEST_400_#1_Full(#6),60,22,13,5,60,690,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,198
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Er,B5_BEST_400_#1_Full(#7),59,24,11,6,60,577,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,267
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ni,Sr,Nd,B5_BEST_400_#1_Full(#8),57,23,15,5,27,714,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,212
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Mn,Pr,B5_BEST_400_#1_Full(#9),55,26,15,4,60,608,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,200
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Sr,Nd,B5_BEST_400_#1_Full(#10),52,31,11,6,33,732,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,177
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Na,Gd,B5_BEST_400_#1_Full(#11),50,27,17,6,60,610,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,246
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Gd,B5_BEST_400_#1_Full(#12),50,39,10,1,60,603,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,288
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_400_#1_Full(#13),49,26,19,6,38,505,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,190
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Na,Sr,Pr,B5_BEST_400_#1_Full(#14),48,24,19,9,51,681,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,246
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Pr,B5_BEST_400_#1_Full(#15),47,28,20,5,60,711,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,223
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Sm,B5_BEST_400_#1_Full(#16),47,30,19,4,44,715,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,225
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,La,B5_BEST_400_#1_High_Quality(#17),61,20,13,6,54,559,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,218
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Ba,Nd,B5_BEST_400_#1_High_Quality(#18),59,22,11,8,60,655,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,186
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Nd,B5_BEST_400_#1_High_Quality(#19),57,22,16,5,36,671,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,208
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Mn,Nd,B5_BEST_400_#1_High_Quality(#20),57,22,13,8,25,635,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,214
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Sr,Nd,Pr,B5_BEST_400_#1_High_Quality(#21),55,23,15,7,52,575,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,245
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Nd,B5_BEST_400_#1_High_Quality(#22),53,22,18,7,52,464,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,206
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Sr,Nd,B5_BEST_400_#1_High_Quality(#23),52,24,18,6,53,503,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,154
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Na,Sr,Nd,B5_BEST_400_#1_High_Quality(#24),52,25,14,9,32,543,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,208
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Al,Sr,Gd,B5_BEST_400_#1_High_Quality(#25),51,27,17,5,26,407,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,193
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Zr,B5_BEST_400_#1_High_Quality(#26),50,23,21,6,60,843,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,227
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Li,Na,B5_BEST_400_#1_High_Quality(#27),48,40,8,4,60,620,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,240
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Pr,Nd,B5_BEST_400_#1_High_Quality(#28),47,29,20,4,60,715,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Mn,Sr,Er,B5_BEST_400_#1_High_Quality(#29),47,29,21,3,26,364,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,237
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Li,Pr,B5_BEST_400_#1_High_Quality(#30),46,31,19,4,60,645,1,1,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,234
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Nb,B5_BEST_400_#1_High_Quality(#31),46,31,18,5,45,625,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,255
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Er,B5_BEST_400_#1_High_Quality(#32),43,39,11,7,60,365,1,0,0,1,400,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,214
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Pr,B5_BEST_500_#1_Full(#1),50,26,18,6,60,668,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,258
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Ta,B5_BEST_500_#1_Full(#2),62,20,11,7,60,599,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,243
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_500_#1_Full(#3),60,24,12,4,33,586,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,259
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,K,Pr,B5_BEST_500_#1_Full(#4),58,25,13,4,60,651,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,193
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Ba,Pr,B5_BEST_500_#1_Full(#5),57,31,8,4,60,551,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,214
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Nd,B5_BEST_500_#1_Full(#6),56,26,13,5,30,642,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,204
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Sr,Ta,B5_BEST_500_#1_Full(#7),52,26,20,2,54,662,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,225
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Sn,Sr,Pr,B5_BEST_500_#1_Full(#8),52,25,18,5,60,593,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,215
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Er,B5_BEST_500_#1_Full(#9),51,25,17,7,60,711,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,264
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Er,B5_BEST_500_#1_Full(#10),50,26,19,5,60,450,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,216
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_500_#1_Full(#11),48,28,17,7,56,674,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,209
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Sr,Ba,Gd,B5_BEST_500_#1_Full(#12),48,34,13,5,60,714,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,220
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Cr,Sr,Nd,B5_BEST_500_#1_Full(#13),48,30,19,3,46,438,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,220
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Nd,B5_BEST_500_#1_Full(#14),47,27,18,8,60,440,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,199
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Ca,Pr,B5_BEST_500_#1_Full(#15),47,28,16,9,60,671,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,193
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Mn,Ca,Pr,B5_BEST_500_#1_Full(#16),47,24,20,9,60,630,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,182
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_500_#1_High_Quality(#17),60,19,15,6,45,447,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,215
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Pr,B5_BEST_500_#1_High_Quality(#18),60,25,13,2,60,375,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,209
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Sr,Pr,B5_BEST_500_#1_High_Quality(#19),59,24,14,3,53,489,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,192
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Mn,Sr,Pr,B5_BEST_500_#1_High_Quality(#20),59,26,10,5,42,581,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,215
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ni,Sr,Nd,B5_BEST_500_#1_High_Quality(#21),58,23,14,5,60,643,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,208
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Gd,B5_BEST_500_#1_High_Quality(#22),58,23,14,5,60,473,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,215
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Nd,B5_BEST_500_#1_High_Quality(#23),57,22,18,3,46,702,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,219
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_500_#1_High_Quality(#24),56,28,10,6,60,679,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,195
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Mn,Sr,Nd,B5_BEST_500_#1_High_Quality(#25),54,22,15,9,60,666,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,196
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Nd,B5_BEST_500_#1_High_Quality(#26),53,28,14,5,60,640,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,220
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Gd,B5_BEST_500_#1_High_Quality(#27),53,28,17,2,60,726,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,356
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Pr,B5_BEST_500_#1_High_Quality(#28),52,29,12,7,60,460,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,188
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Mn,Sr,Pr,B5_BEST_500_#1_High_Quality(#29),48,29,20,3,39,704,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,217
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Zn,Sr,Pr,B5_BEST_500_#1_High_Quality(#30),47,27,19,7,60,542,1,0,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,196
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,K,Sr,Gd,B5_BEST_500_#1_High_Quality(#31),47,39,10,4,60,697,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,213
5th batch (Final),Peoples R China,NJU,EXP,0,6/15/2023,0,0,0,Ru,Ca,Sr,Nd,B5_BEST_500_#1_High_Quality(#32),46,28,17,9,60,563,1,1,0,1,500,1.67,360,0,0,0,1,0.5,0,0,0,5,1,1,168
